4.4275E-07	0.838777848
4.593E-07	0.900528378
4.7585E-07	0.962134479
4.924E-07	1.023628154
5.0895E-07	1.085039965
5.255E-07	1.146399056
5.4205E-07	1.207733174
5.586E-07	1.269068697
5.7515E-07	1.330430651
5.917E-07	1.391842737
6.0825E-07	1.45332735
6.248E-07	1.514905606
6.4135E-07	1.576597359
6.579E-07	1.638421231
6.7445E-07	1.700394627
0.000000691	1.762533763
7.0755E-07	1.824853689
7.241E-07	1.887368305
7.4065E-07	1.950090395
7.572E-07	2.013031637
7.7375E-07	2.076202638
7.903E-07	2.139612946
8.0685E-07	2.20327108
8.234E-07	2.267184551
8.3995E-07	2.331359882
8.565E-07	2.395802634
8.7305E-07	2.460517428
8.896E-07	2.525507966
9.0615E-07	2.590777057
9.227E-07	2.656326637
9.3925E-07	2.722157791
9.558E-07	2.788270779
9.7235E-07	2.854665059
9.889E-07	2.921339304
1.00545E-06	2.988291432
0.000001022	3.055518623
1.03855E-06	3.123017348
1.0551E-06	3.190783383
1.07165E-06	3.258811842
1.0882E-06	3.327097191
1.10475E-06	3.395633277
1.1213E-06	3.464413346
1.13785E-06	3.533430069
1.1544E-06	3.602675565
1.17095E-06	3.672141422
1.1875E-06	3.74181872
1.20405E-06	3.811698055
1.2206E-06	3.881769561
1.23715E-06	3.952022932
1.2537E-06	4.022447447
1.27025E-06	4.093031992
1.2868E-06	4.163765081
1.30335E-06	4.234634881
1.3199E-06	4.305629235
1.33645E-06	4.376735683
0.000001353	4.447941486
1.36955E-06	4.519233648
1.3861E-06	4.590598941
1.40265E-06	4.662023925
1.4192E-06	4.733494972
1.43575E-06	4.804998292
1.4523E-06	4.87651995
1.46885E-06	4.948045891
1.4854E-06	5.019561967
1.50195E-06	5.091053954
1.5185E-06	5.162507579
1.53505E-06	5.23390854
1.5516E-06	5.30524253
1.56815E-06	5.376495262
1.5847E-06	5.447652487
1.60125E-06	5.518700023
1.6178E-06	5.589623772
1.63435E-06	5.660409748
1.6509E-06	5.731044095
1.66745E-06	5.801513114
0.000001684	5.871803285
1.70055E-06	5.941901287
1.7171E-06	6.011794024
1.73365E-06	6.081468648
1.7502E-06	6.150912581
1.76675E-06	6.220113536
1.7833E-06	6.289059543
1.79985E-06	6.357738971
1.8164E-06	6.42614055
1.83295E-06	6.494253394
1.8495E-06	6.562067027
1.86605E-06	6.6295714
1.8826E-06	6.696756921
1.89915E-06	6.76361447
1.9157E-06	6.83013543
1.93225E-06	6.896311705
1.9488E-06	6.962135744
1.96535E-06	7.027600563
1.9819E-06	7.092699772
1.99845E-06	7.157427591
0.000002015	7.221778881
